区域,省份,编码,燃油类型,车型,车长,适用范围,计价方式,计费模式,阶梯起始,阶梯结束,费率,起步价,保底价,封顶价
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,80,100,45.0,45,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,面包车,1.8,六安取派部,按重量,匹配,150,300,70.0,70,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,10,30,18.0,18,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,10,30,18.0,18,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,2.7,六安取派部,按重量,匹配,10,30,18.0,18,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,3.2,六安取派部,按重量,匹配,10,30,18.0,18,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,150,300,65.0,65,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,3.2,六安取派部,按重量,匹配,1000,9999,0.12,0,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,3.2,六安取派部,按重量,匹配,10,30,18.0,18,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,1000,9999,0.12,0,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,3.2,六安取派部,按重量,匹配,500,800,90.0,90,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,2.7,六安取派部,按重量,匹配,50,80,35.0,35,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,2.7,六安取派部,按重量,匹配,150,300,70.0,70,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,2.7,六安取派部,按重量,匹配,30,50,27.0,27,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,3.2,六安取派部,按重量,匹配,50,80,35.0,35,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,依维柯,2.7,六安取派部,按重量,匹配,1000,9999,0.13,0,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,2.7,六安取派部,按重量,匹配,10,30,20.0,20,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,3.2,六安取派部,按重量,匹配,100,150,55.0,55,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,2.7,六安取派部,按重量,匹配,100,150,60.0,60,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,500,800,90.0,90,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,3.2,六安取派部,按重量,匹配,0,10,9.0,9,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,100,150,55.0,55,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,500,800,90.0,90,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,2.7,六安取派部,按重量,匹配,1000,9999,0.12,0,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,面包车,2.7,六安取派部,按重量,匹配,100,150,60.0,60,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,3.2,六安取派部,按重量,匹配,500,800,90.0,90,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,依维柯,2.7,六安取派部,按重量,匹配,150,300,70.0,70,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,800,1000,115.0,115,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,2.7,六安取派部,按重量,匹配,30,50,27.0,27,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,2.7,六安取派部,按重量,匹配,100,150,55.0,55,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,100,150,55.0,55,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,80,100,45.0,45,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,依维柯,2.7,六安取派部,按重量,匹配,100,150,60.0,60,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,依维柯,2.7,六安取派部,按重量,匹配,80,100,50.0,50,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,3.2,六安取派部,按重量,匹配,100,150,55.0,55,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,3.2,六安取派部,按重量,匹配,100,150,55.0,55,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,4.2,六安取派部,按重量,匹配,80,100,50.0,50,105.0,350.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,0,10,9.0,9,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,2.7,六安取派部,按重量,匹配,80,100,50.0,50,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,0,10,9.0,9,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,4.2,六安取派部,按重量,匹配,150,300,65.0,65,100.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,3.2,六安取派部,按重量,匹配,1000,9999,0.12,0,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,1.8,六安取派部,按重量,匹配,1000,9999,0.12,0,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,3.2,六安取派部,按重量,匹配,30,50,27.0,27,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,2.7,六安取派部,按重量,匹配,30,50,30.0,30,50.0,300.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,2.7,六安取派部,按重量,匹配,500,800,90.0,90,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,电动,面包车,3.2,六安取派部,按重量,匹配,150,300,65.0,65,50.0,280.0
安徽取派中心,皖中分区,HT-202403-0743,电动,依维柯,2.7,六安取派部,按重量,匹配,1000,9999,0.12,0,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,厢式车,4.2,六安取派部,按重量,匹配,1000,9999,0.13,0,105.0,350.0
安徽取派中心,皖中分区,HT-202403-0743,电动,厢式车,2.7,六安取派部,按重量,匹配,1000,9999,0.12,0,45.0,260.0
安徽取派中心,皖中分区,HT-202403-0743,燃油,面包车,2.7,六安取派部,按重量,匹配,300,500,90.0,90,50.0,300.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,2.7,"六安取派部,裕安取派部",按公里,累加,50,9999,2.7,0,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,800,1000,125.0,125,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,1000,9999,0.0,0,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,80,100,50.0,50,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,3.2,"六安取派部,裕安取派部",按重量,累加,30,50,33.0,33,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,厢式车,4.2,"六安取派部,裕安取派部",按公里,累加,0,15,100.0,100,100.0,310.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,1.8,"六安取派部,裕安取派部",按重量,累加,800,1000,132.0,132,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,1000,9999,0.0,0,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,1.8,"六安取派部,裕安取派部",按公里,累加,15,50,2.7,0,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,3.2,"六安取派部,裕安取派部",按重量,累加,100,150,66.0,66,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,厢式车,4.2,"六安取派部,裕安取派部",按重量,累加,0,10,10.0,10,100.0,310.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,3.2,"六安取派部,裕安取派部",按重量,累加,30,50,30.0,30,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,0,10,10.0,10,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,3.2,"六安取派部,裕安取派部",按公里,累加,50,9999,2.7,0,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,3.2,"六安取派部,裕安取派部",按公里,累加,15,50,2.8,0,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,1.8,"六安取派部,裕安取派部",按重量,累加,100,150,60.0,60,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,1.8,"六安取派部,裕安取派部",按重量,累加,150,300,77.0,77,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,300,500,93.0,93,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,3.2,"六安取派部,裕安取派部",按重量,累加,10,30,20.0,20,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,0,10,11.0,11,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,3.2,"六安取派部,裕安取派部",按公里,累加,0,15,60.0,60,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,电动,面包车,3.2,"六安取派部,裕安取派部",按公里,累加,50,9999,2.6,0,55.0,260.0
安徽取派中心,皖中分区,HT-202608-0131,电动,厢式车,4.2,"六安取派部,裕安取派部",按公里,累加,15,50,3.8,0,100.0,310.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,3.2,"六安取派部,裕安取派部",按重量,累加,0,10,11.0,11,60.0,280.0
安徽取派中心,皖中分区,HT-202608-0131,燃油,面包车,2.7,"六安取派部,裕安取派部",按重量,累加,150,300,77.0,77,60.0,280.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,飞翼车,7.6,台湖取派部,按重量,累加,400,500,0.3,0,430.0,850.0
京鲁取派中心,京南分区,HT-202509-0293,电动,高栏车,6.8,台湖取派部,按重量,累加,200,300,0.7,0,280.0,800.0
京鲁取派中心,京南分区,HT-202509-0293,电动,厢式车,2.7,台湖取派部,按重量,累加,400,500,0.15,0,130.0,300.0
京鲁取派中心,京南分区,HT-202509-0293,电动,平板车,6.8,台湖取派部,按重量,累加,500,9999,0.15,0,280.0,800.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,高栏车,7.6,台湖取派部,按重量,累加,200,300,0.8,0,430.0,850.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,高栏车,7.6,台湖取派部,按重量,累加,500,9999,0.2,0,430.0,850.0
京鲁取派中心,京南分区,HT-202509-0293,电动,冷藏车,4.2,台湖取派部,按重量,累加,50,100,0.8,0,280.0,600.0
京鲁取派中心,京南分区,HT-202509-0293,电动,面包车,1.8,台湖取派部,按重量,累加,50,100,0.6,0,130.0,300.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,厢式车,4.2,台湖取派部,按重量,累加,30,50,1.0,0,320.0,650.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,厢式车,3.2,台湖取派部,按重量,累加,30,50,0.8,0,160.0,320.0
京鲁取派中心,京南分区,HT-202509-0293,电动,面包车,2.7,台湖取派部,按重量,累加,300,400,0.25,0,130.0,300.0
京鲁取派中心,京南分区,HT-202509-0293,电动,飞翼车,4.2,台湖取派部,按重量,累加,50,100,0.8,0,280.0,600.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,依维柯,3.2,台湖取派部,按重量,累加,400,500,0.2,0,160.0,320.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,低栏车,6.8,台湖取派部,按重量,累加,10,30,1.2,0,430.0,850.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,冷藏车,4.2,台湖取派部,按重量,累加,500,9999,0.2,0,320.0,650.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,厢式车,7.6,台湖取派部,按重量,累加,50,100,1.0,0,430.0,850.0
京鲁取派中心,京南分区,HT-202509-0293,电动,低栏车,4.2,台湖取派部,按重量,累加,50,100,0.8,0,280.0,600.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,飞翼车,4.2,台湖取派部,按重量,累加,500,9999,0.2,0,320.0,650.0
京鲁取派中心,京南分区,HT-202509-0293,电动,面包车,1.8,台湖取派部,按重量,累加,300,400,0.25,0,130.0,300.0
京鲁取派中心,京南分区,HT-202509-0293,电动,依维柯,3.2,台湖取派部,按重量,累加,30,50,0.7,0,130.0,300.0
京鲁取派中心,京南分区,HT-202509-0293,电动,面包车,3.2,台湖取派部,按重量,累加,300,400,0.25,0,130.0,300.0
京鲁取派中心,京南分区,HT-202509-0293,燃油,飞翼车,4.2,台湖取派部,按重量,累加,300,400,0.5,0,320.0,650.0
京鲁取派中心,京南分区,HT-202509-0293,电动,平板车,6.8,台湖取派部,按重量,累加,30,50,0.9,0,280.0,800.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,4.2,桐庐取派部,按公里,匹配,100,9999,3.2,0,145.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,1.8,桐庐取派部,按公里,匹配,100,9999,2.0,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,3.2,桐庐取派部,按公里,匹配,20,30,2.5,0,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,4.2,桐庐取派部,按公里,匹配,100,9999,3.3,0,150.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,3.2,桐庐取派部,按公里,匹配,0,20,80.0,80,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,1.8,桐庐取派部,按公里,匹配,0,20,80.0,80,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,2.7,桐庐取派部,按公里,匹配,30,100,2.2,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,3.2,桐庐取派部,按公里,匹配,30,100,2.2,0,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,2.7,桐庐取派部,按公里,匹配,30,100,2.2,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,3.2,桐庐取派部,按公里,匹配,100,9999,1.9,0,95.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,1.8,桐庐取派部,按公里,匹配,0,20,75.0,75,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,2.7,桐庐取派部,按公里,匹配,100,9999,2.0,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,1.8,桐庐取派部,按公里,匹配,30,100,2.2,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,2.7,桐庐取派部,按公里,匹配,30,100,2.1,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,2.7,桐庐取派部,按公里,匹配,0,20,80.0,80,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,2.7,桐庐取派部,按公里,匹配,20,30,2.4,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,3.2,桐庐取派部,按公里,匹配,100,9999,2.0,0,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,4.2,桐庐取派部,按公里,匹配,20,30,4.2,0,145.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,4.2,桐庐取派部,按公里,匹配,20,30,4.3,0,150.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,4.2,桐庐取派部,按公里,匹配,0,20,145.0,145,145.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,4.2,桐庐取派部,按公里,匹配,30,100,4.0,0,150.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,1.8,桐庐取派部,按公里,匹配,30,100,2.1,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,2.7,桐庐取派部,按公里,匹配,100,9999,1.9,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,3.2,桐庐取派部,按公里,匹配,20,30,2.4,0,95.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,1.8,桐庐取派部,按公里,匹配,100,9999,1.9,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,3.2,桐庐取派部,按公里,匹配,0,20,75.0,75,95.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,2.7,桐庐取派部,按公里,匹配,20,30,2.5,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,2.7,桐庐取派部,按公里,匹配,100,9999,2.0,0,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,3.2,桐庐取派部,按公里,匹配,0,20,80.0,80,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,3.2,桐庐取派部,按公里,匹配,100,9999,2.0,0,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,2.7,桐庐取派部,按公里,匹配,20,30,2.4,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,3.2,桐庐取派部,按公里,匹配,20,30,2.4,0,95.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,4.2,桐庐取派部,按公里,匹配,0,20,150.0,150,150.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,面包车,2.7,桐庐取派部,按公里,匹配,0,20,80.0,80,80.0,500.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,1.8,桐庐取派部,按公里,匹配,20,30,2.4,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,2.7,桐庐取派部,按公里,匹配,100,9999,1.9,0,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,燃油,厢式车,3.2,桐庐取派部,按公里,匹配,30,100,2.2,0,100.0,550.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,2.7,桐庐取派部,按公里,匹配,0,20,75.0,75,75.0,495.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,厢式车,3.2,桐庐取派部,按公里,匹配,30,100,2.1,0,95.0,545.0
浙北取派中心,绍兴分区,HT-202408-0453,电动,面包车,3.2,桐庐取派部,按公里,匹配,0,20,75.0,75,95.0,545.0
